train E000: 100% 156/156 [00:23<00:00,  6.60it/s, acc=0.3074, loss=4.2391]
val E000: 100% 34/34 [00:05<00:00,  6.27it/s, acc=0.3589, loss=3.2645]
train E001: 100% 156/156 [00:20<00:00,  7.48it/s, acc=0.4097, loss=3.3957]
val E001: 100% 34/34 [00:05<00:00,  6.16it/s, acc=0.4061, loss=2.7754]
train E002: 100% 156/156 [00:20<00:00,  7.48it/s, acc=0.4351, loss=3.1382]
val E002: 100% 34/34 [00:05<00:00,  6.40it/s, acc=0.4297, loss=2.5289]
train E003: 100% 156/156 [00:20<00:00,  7.51it/s, acc=0.4586, loss=2.9422]
val E003: 100% 34/34 [00:05<00:00,  6.37it/s, acc=0.4373, loss=2.3758]
train E004: 100% 156/156 [00:21<00:00,  7.38it/s, acc=0.4705, loss=2.7633]
val E004: 100% 34/34 [00:05<00:00,  6.37it/s, acc=0.4522, loss=2.2472]
train E005: 100% 156/156 [00:20<00:00,  7.48it/s, acc=0.4805, loss=2.6177]
val E005: 100% 34/34 [00:05<00:00,  6.38it/s, acc=0.4556, loss=2.1562]
train E006: 100% 156/156 [00:20<00:00,  7.50it/s, acc=0.5017, loss=2.4579]
val E006: 100% 34/34 [00:05<00:00,  6.32it/s, acc=0.4500, loss=2.1270]
train E007: 100% 156/156 [00:20<00:00,  7.47it/s, acc=0.5073, loss=2.3362]
val E007: 100% 34/34 [00:05<00:00,  6.46it/s, acc=0.4634, loss=2.0829]
train E008: 100% 156/156 [00:20<00:00,  7.45it/s, acc=0.5130, loss=2.2124]
val E008: 100% 34/34 [00:05<00:00,  6.52it/s, acc=0.4628, loss=2.0495]
train E009: 100% 156/156 [00:20<00:00,  7.47it/s, acc=0.5228, loss=2.0942]
val E009: 100% 34/34 [00:05<00:00,  6.42it/s, acc=0.4705, loss=2.0321]
train E010: 100% 156/156 [00:20<00:00,  7.51it/s, acc=0.5321, loss=2.0042]
val E010: 100% 34/34 [00:05<00:00,  6.34it/s, acc=0.4740, loss=2.0316]
train E011: 100% 156/156 [00:21<00:00,  7.35it/s, acc=0.5591, loss=1.9227]
val E011: 100% 34/34 [00:05<00:00,  6.42it/s, acc=0.4763, loss=2.0184]
train E012: 100% 156/156 [00:21<00:00,  7.37it/s, acc=0.5631, loss=1.8208]
val E012: 100% 34/34 [00:05<00:00,  6.37it/s, acc=0.4756, loss=2.0589]
train E013: 100% 156/156 [00:21<00:00,  7.37it/s, acc=0.5879, loss=1.7734]
val E013: 100% 34/34 [00:05<00:00,  6.47it/s, acc=0.4761, loss=2.0290]
train E014: 100% 156/156 [00:20<00:00,  7.48it/s, acc=0.6137, loss=1.6898]
val E014: 100% 34/34 [00:05<00:00,  6.47it/s, acc=0.4766, loss=2.0102]
train E015: 100% 156/156 [00:20<00:00,  7.48it/s, acc=0.6128, loss=1.6837]
val E015: 100% 34/34 [00:05<00:00,  6.51it/s, acc=0.4716, loss=2.0337]
train E016: 100% 156/156 [00:20<00:00,  7.47it/s, acc=0.6260, loss=1.6010]
val E016: 100% 34/34 [00:05<00:00,  6.46it/s, acc=0.4760, loss=1.9974]
train E017: 100% 156/156 [00:21<00:00,  7.42it/s, acc=0.6320, loss=1.5718]
val E017: 100% 34/34 [00:05<00:00,  6.42it/s, acc=0.4804, loss=2.0391]
train E018: 100% 156/156 [00:21<00:00,  7.31it/s, acc=0.6422, loss=1.5506]
val E018: 100% 34/34 [00:05<00:00,  6.33it/s, acc=0.4773, loss=2.0339]
train E019: 100% 156/156 [00:20<00:00,  7.48it/s, acc=0.6504, loss=1.5205]
val E019: 100% 34/34 [00:05<00:00,  6.38it/s, acc=0.4833, loss=2.0413]
train E020: 100% 156/156 [00:21<00:00,  7.39it/s, acc=0.6579, loss=1.5094]
val E020: 100% 34/34 [00:05<00:00,  6.43it/s, acc=0.4861, loss=2.0404]
train E021: 100% 156/156 [00:21<00:00,  7.42it/s, acc=0.6635, loss=1.4558]
val E021: 100% 34/34 [00:05<00:00,  6.36it/s, acc=0.4816, loss=2.0467]
train E022: 100% 156/156 [00:21<00:00,  7.26it/s, acc=0.6821, loss=1.4096]
val E022: 100% 34/34 [00:05<00:00,  6.40it/s, acc=0.4853, loss=2.0449]
train E023: 100% 156/156 [00:21<00:00,  7.43it/s, acc=0.6855, loss=1.4236]
val E023: 100% 34/34 [00:05<00:00,  6.39it/s, acc=0.4850, loss=2.0245]
train E024: 100% 156/156 [00:21<00:00,  7.34it/s, acc=0.6891, loss=1.3829]
val E024: 100% 34/34 [00:05<00:00,  6.30it/s, acc=0.4873, loss=2.0274]
train E025: 100% 156/156 [00:21<00:00,  7.31it/s, acc=0.6958, loss=1.3668]
val E025: 100% 34/34 [00:05<00:00,  6.42it/s, acc=0.4883, loss=2.0603]
train E026: 100% 156/156 [00:21<00:00,  7.40it/s, acc=0.6978, loss=1.3404]
val E026: 100% 34/34 [00:05<00:00,  6.35it/s, acc=0.4865, loss=2.0392]
train E027: 100% 156/156 [00:21<00:00,  7.24it/s, acc=0.7160, loss=1.3126]
val E027: 100% 34/34 [00:05<00:00,  6.62it/s, acc=0.4861, loss=2.0586]
train E028: 100% 156/156 [00:21<00:00,  7.37it/s, acc=0.7133, loss=1.2890]
val E028: 100% 34/34 [00:05<00:00,  6.34it/s, acc=0.4855, loss=2.0487]
train E029: 100% 156/156 [00:21<00:00,  7.35it/s, acc=0.7112, loss=1.2810]
val E029: 100% 34/34 [00:05<00:00,  6.46it/s, acc=0.4909, loss=2.0348]
train E030: 100% 156/156 [00:21<00:00,  7.29it/s, acc=0.7210, loss=1.2651]
val E030: 100% 34/34 [00:05<00:00,  6.39it/s, acc=0.4881, loss=2.0494]
train E031: 100% 156/156 [00:21<00:00,  7.21it/s, acc=0.7224, loss=1.2832]
val E031: 100% 34/34 [00:05<00:00,  6.28it/s, acc=0.4858, loss=2.0649]
train E032: 100% 156/156 [00:21<00:00,  7.36it/s, acc=0.7259, loss=1.2512]
val E032: 100% 34/34 [00:05<00:00,  6.41it/s, acc=0.4824, loss=2.0736]
train E033: 100% 156/156 [00:20<00:00,  7.43it/s, acc=0.7325, loss=1.2322]
val E033: 100% 34/34 [00:05<00:00,  6.42it/s, acc=0.4879, loss=2.0823]
train E034: 100% 156/156 [00:21<00:00,  7.39it/s, acc=0.7473, loss=1.2298]
val E034: 100% 34/34 [00:05<00:00,  6.31it/s, acc=0.4833, loss=2.0551]
train E035: 100% 156/156 [00:21<00:00,  7.35it/s, acc=0.7427, loss=1.2278]
val E035: 100% 34/34 [00:05<00:00,  6.54it/s, acc=0.4848, loss=2.0634]
train E036: 100% 156/156 [00:21<00:00,  7.40it/s, acc=0.7420, loss=1.2217]
val E036: 100% 34/34 [00:05<00:00,  6.36it/s, acc=0.4885, loss=2.1005]
train E037: 100% 156/156 [00:21<00:00,  7.34it/s, acc=0.7437, loss=1.2256]
val E037: 100% 34/34 [00:05<00:00,  6.38it/s, acc=0.4831, loss=2.0891]
train E038: 100% 156/156 [00:21<00:00,  7.29it/s, acc=0.7535, loss=1.1666]
val E038: 100% 34/34 [00:05<00:00,  6.29it/s, acc=0.4963, loss=2.0851]
train E039: 100% 156/156 [00:21<00:00,  7.39it/s, acc=0.7544, loss=1.1577]
val E039: 100% 34/34 [00:05<00:00,  6.33it/s, acc=0.4844, loss=2.1009]
train E040: 100% 156/156 [00:21<00:00,  7.13it/s, acc=0.7526, loss=1.1604]
val E040: 100% 34/34 [00:05<00:00,  6.44it/s, acc=0.4890, loss=2.0945]
train E041: 100% 156/156 [00:21<00:00,  7.37it/s, acc=0.7540, loss=1.1686]
val E041: 100% 34/34 [00:05<00:00,  6.36it/s, acc=0.4924, loss=2.1164]
train E042: 100% 156/156 [00:21<00:00,  7.29it/s, acc=0.7575, loss=1.1648]
val E042: 100% 34/34 [00:05<00:00,  6.45it/s, acc=0.4873, loss=2.1003]
train E043: 100% 156/156 [00:21<00:00,  7.34it/s, acc=0.7622, loss=1.1386]
val E043: 100% 34/34 [00:05<00:00,  6.24it/s, acc=0.4869, loss=2.1146]
train E044: 100% 156/156 [00:21<00:00,  7.34it/s, acc=0.7596, loss=1.1266]
val E044: 100% 34/34 [00:05<00:00,  6.28it/s, acc=0.4896, loss=2.1191]
train E045: 100% 156/156 [00:21<00:00,  7.36it/s, acc=0.7739, loss=1.1095]
val E045: 100% 34/34 [00:05<00:00,  6.45it/s, acc=0.4855, loss=2.1105]
train E046: 100% 156/156 [00:21<00:00,  7.31it/s, acc=0.7740, loss=1.1081]
val E046: 100% 34/34 [00:05<00:00,  6.38it/s, acc=0.4914, loss=2.1151]
train E047: 100% 156/156 [00:21<00:00,  7.37it/s, acc=0.7790, loss=1.0878]
val E047: 100% 34/34 [00:05<00:00,  6.49it/s, acc=0.4938, loss=2.1460]
train E048: 100% 156/156 [00:21<00:00,  7.33it/s, acc=0.7772, loss=1.0928]
val E048: 100% 34/34 [00:05<00:00,  6.31it/s, acc=0.4882, loss=2.0932]
train E049: 100% 156/156 [00:21<00:00,  7.33it/s, acc=0.7768, loss=1.1058]
val E049: 100% 34/34 [00:05<00:00,  6.41it/s, acc=0.4877, loss=2.1413]
train E050: 100% 156/156 [00:21<00:00,  7.38it/s, acc=0.7863, loss=1.0732]
val E050: 100% 34/34 [00:05<00:00,  6.42it/s, acc=0.4874, loss=2.1527]
train E051: 100% 156/156 [00:21<00:00,  7.37it/s, acc=0.7823, loss=1.0691]
val E051: 100% 34/34 [00:05<00:00,  6.40it/s, acc=0.4979, loss=2.1473]
train E052: 100% 156/156 [00:21<00:00,  7.36it/s, acc=0.7824, loss=1.0689]
val E052: 100% 34/34 [00:05<00:00,  6.35it/s, acc=0.4847, loss=2.1689]
train E053: 100% 156/156 [00:21<00:00,  7.29it/s, acc=0.7908, loss=1.0581]
val E053: 100% 34/34 [00:05<00:00,  6.18it/s, acc=0.4892, loss=2.1473]
train E054: 100% 156/156 [00:21<00:00,  7.39it/s, acc=0.7850, loss=1.0582]
val E054: 100% 34/34 [00:05<00:00,  6.40it/s, acc=0.4863, loss=2.1854]
train E055: 100% 156/156 [00:21<00:00,  7.28it/s, acc=0.7921, loss=1.0556]
val E055: 100% 34/34 [00:05<00:00,  6.41it/s, acc=0.4908, loss=2.1595]
train E056: 100% 156/156 [00:21<00:00,  7.36it/s, acc=0.7866, loss=1.0374]
val E056: 100% 34/34 [00:05<00:00,  6.37it/s, acc=0.4887, loss=2.1578]
train E057: 100% 156/156 [00:21<00:00,  7.31it/s, acc=0.7941, loss=1.0416]
val E057: 100% 34/34 [00:05<00:00,  6.34it/s, acc=0.4928, loss=2.1423]
train E058: 100% 156/156 [00:21<00:00,  7.42it/s, acc=0.7926, loss=1.0293]
val E058: 100% 34/34 [00:05<00:00,  6.22it/s, acc=0.4904, loss=2.1682]
train E059: 100% 156/156 [00:21<00:00,  7.27it/s, acc=0.7964, loss=1.0290]
val E059: 100% 34/34 [00:05<00:00,  6.24it/s, acc=0.4987, loss=2.1952]
train E060: 100% 156/156 [00:21<00:00,  7.42it/s, acc=0.7939, loss=1.0193]
val E060: 100% 34/34 [00:05<00:00,  6.39it/s, acc=0.4906, loss=2.1983]
train E061: 100% 156/156 [00:21<00:00,  7.35it/s, acc=0.7980, loss=1.0311]
val E061: 100% 34/34 [00:05<00:00,  6.43it/s, acc=0.4883, loss=2.1731]
train E062: 100% 156/156 [00:21<00:00,  7.22it/s, acc=0.7998, loss=1.0239]
val E062: 100% 34/34 [00:05<00:00,  6.45it/s, acc=0.4997, loss=2.1822]
train E063: 100% 156/156 [00:21<00:00,  7.38it/s, acc=0.8076, loss=1.0078]
val E063: 100% 34/34 [00:05<00:00,  6.55it/s, acc=0.4912, loss=2.2003]
train E064: 100% 156/156 [00:21<00:00,  7.36it/s, acc=0.8031, loss=1.0220]
val E064: 100% 34/34 [00:05<00:00,  6.42it/s, acc=0.4957, loss=2.2032]
train E065: 100% 156/156 [00:21<00:00,  7.38it/s, acc=0.8008, loss=1.0061]
val E065: 100% 34/34 [00:05<00:00,  6.42it/s, acc=0.4920, loss=2.2100]
train E066: 100% 156/156 [00:21<00:00,  7.36it/s, acc=0.8066, loss=0.9957]
val E066: 100% 34/34 [00:05<00:00,  6.32it/s, acc=0.4879, loss=2.2108]
train E067: 100% 156/156 [00:21<00:00,  7.35it/s, acc=0.8064, loss=0.9958]
val E067: 100% 34/34 [00:05<00:00,  6.47it/s, acc=0.4955, loss=2.1962]
train E068: 100% 156/156 [00:21<00:00,  7.30it/s, acc=0.8005, loss=0.9997]
val E068: 100% 34/34 [00:05<00:00,  6.37it/s, acc=0.4863, loss=2.2398]
train E069: 100% 156/156 [00:21<00:00,  7.30it/s, acc=0.8068, loss=1.0014]
val E069: 100% 34/34 [00:05<00:00,  6.53it/s, acc=0.4941, loss=2.1755]
train E070: 100% 156/156 [00:21<00:00,  7.41it/s, acc=0.8064, loss=1.0049]
val E070: 100% 34/34 [00:05<00:00,  6.30it/s, acc=0.4909, loss=2.2176]
train E071: 100% 156/156 [00:21<00:00,  7.28it/s, acc=0.8059, loss=0.9845]
val E071: 100% 34/34 [00:05<00:00,  6.35it/s, acc=0.4889, loss=2.2565]
train E072: 100% 156/156 [00:21<00:00,  7.36it/s, acc=0.8072, loss=0.9990]
val E072: 100% 34/34 [00:05<00:00,  6.38it/s, acc=0.4830, loss=2.2207]
train E073: 100% 156/156 [00:21<00:00,  7.33it/s, acc=0.8095, loss=0.9921]
val E073: 100% 34/34 [00:05<00:00,  6.46it/s, acc=0.4934, loss=2.2534]
train E074: 100% 156/156 [00:21<00:00,  7.38it/s, acc=0.8039, loss=0.9858]
val E074: 100% 34/34 [00:05<00:00,  6.43it/s, acc=0.4902, loss=2.2669]
train E075: 100% 156/156 [00:21<00:00,  7.25it/s, acc=0.8204, loss=0.9574]
val E075: 100% 34/34 [00:05<00:00,  6.47it/s, acc=0.4952, loss=2.2327]
train E076: 100% 156/156 [00:21<00:00,  7.35it/s, acc=0.8093, loss=0.9755]
val E076: 100% 34/34 [00:05<00:00,  6.26it/s, acc=0.4880, loss=2.2480]
train E077: 100% 156/156 [00:21<00:00,  7.24it/s, acc=0.8148, loss=0.9537]
val E077: 100% 34/34 [00:05<00:00,  6.34it/s, acc=0.4929, loss=2.2548]
train E078: 100% 156/156 [00:21<00:00,  7.34it/s, acc=0.8130, loss=0.9626]
val E078: 100% 34/34 [00:05<00:00,  6.38it/s, acc=0.4891, loss=2.3178]
train E079: 100% 156/156 [00:21<00:00,  7.27it/s, acc=0.8157, loss=0.9920]
val E079: 100% 34/34 [00:05<00:00,  6.47it/s, acc=0.4910, loss=2.2683]
train E080: 100% 156/156 [00:21<00:00,  7.34it/s, acc=0.8159, loss=0.9477]
val E080: 100% 34/34 [00:05<00:00,  6.33it/s, acc=0.4933, loss=2.2611]
train E081: 100% 156/156 [00:21<00:00,  7.29it/s, acc=0.8188, loss=0.9347]
val E081: 100% 34/34 [00:05<00:00,  6.37it/s, acc=0.4854, loss=2.2706]
train E082: 100% 156/156 [00:21<00:00,  7.35it/s, acc=0.8206, loss=0.9510]
val E082: 100% 34/34 [00:05<00:00,  6.37it/s, acc=0.4868, loss=2.2678]
train E083: 100% 156/156 [00:21<00:00,  7.32it/s, acc=0.8246, loss=0.9336]
val E083: 100% 34/34 [00:05<00:00,  6.42it/s, acc=0.4915, loss=2.2635]
train E084: 100% 156/156 [00:21<00:00,  7.39it/s, acc=0.8136, loss=0.9595]
val E084: 100% 34/34 [00:05<00:00,  6.34it/s, acc=0.4850, loss=2.3097]
train E085: 100% 156/156 [00:21<00:00,  7.25it/s, acc=0.8186, loss=0.9439]
val E085: 100% 34/34 [00:05<00:00,  6.43it/s, acc=0.4930, loss=2.3445]
train E086: 100% 156/156 [00:21<00:00,  7.32it/s, acc=0.8146, loss=0.9376]
val E086: 100% 34/34 [00:05<00:00,  6.28it/s, acc=0.4928, loss=2.2797]
train E087: 100% 156/156 [00:21<00:00,  7.26it/s, acc=0.8229, loss=0.9321]
val E087: 100% 34/34 [00:05<00:00,  6.45it/s, acc=0.4856, loss=2.2775]
train E088: 100% 156/156 [00:21<00:00,  7.33it/s, acc=0.8221, loss=0.9304]
val E088: 100% 34/34 [00:05<00:00,  6.40it/s, acc=0.4851, loss=2.3190]
train E089: 100% 156/156 [00:21<00:00,  7.30it/s, acc=0.8140, loss=0.9321]
val E089: 100% 34/34 [00:05<00:00,  6.32it/s, acc=0.4811, loss=2.3514]
